loan_amnt,int_rate,term,installment,grade,sub_grade,purpose,annual_inc,dti,home_ownership,addr_state,delinq_2yrs,inq_last_6mths,revol_util,open_acc,total_acc,earliest_cr_line,loan_status,total_pymnt,total_rec_prncp,recoveries,issue_d,Employment_length
6625,7.9, 36 months,207.3,A,A4,credit_card,23000.0,14.92,MORTGAGE,CA,0.0,0.0,53.2,7.0,15.0,Jan-2002,Charged Off,6949.42,6013.98,91.08,Dec-2012,-1
17150,14.83, 60 months,406.47,D,D3,debt_consolidation,90000.0,17.64,RENT,NJ,0.0,1.0,65.6,12.0,43.0,Sep-1993,Fully Paid,21208.9719628257,17150.0,0.0,Nov-2010,10
22000,12.73, 60 months,497.54,B,B5,debt_consolidation,89400.0,26.65,MORTGAGE,CA,0.0,0.0,20.5,33.0,44.0,Nov-2005,Current,22917.545599622,22000.0,0.0,Oct-2018,-1
10000,30.17, 60 months,324.58,F,F3,credit_card,51470.0,34.74,RENT,CA,0.0,0.0,86.2,8.0,12.0,Feb-2001,Current,1606.14,384.68,0.0,Sep-2018,3
15000,16.99, 36 months,534.72,D,D1,debt_consolidation,55000.0,20.45,MORTGAGE,CO,1.0,1.0,80.7,17.0,25.0,Apr-2005,Fully Paid,16989.0389141017,15000.0,0.0,Aug-2016,2
36000,7.24, 36 months,1115.54,A,A3,credit_card,180000.0,20.71,RENT,TX,0.0,3.0,18.9,24.0,49.0,Sep-1982,Current,27874.02,24162.27,0.0,Jan-2017,3
17225,18.99, 60 months,446.74,D,D4,car,91000.0,23.29,MORTGAGE,GA,2.0,0.0,62.8,28.0,49.0,Mar-1999,Fully Paid,23208.1507158091,17225.0,0.0,May-2016,10
24000,10.72, 60 months,518.48,B,B2,credit_card,90000.0,18.84,RENT,WA,0.0,0.0,43.2,10.0,62.0,Dec-2005,Current,1015.52,610.88,0.0,Dec-2018,5
5600,8.39, 36 months,176.5,A,A5,debt_consolidation,75000.0,3.78,OWN,NJ,0.0,0.0,53.3,5.0,6.0,Jul-2009,Fully Paid,6353.7110605319,5600.0,0.0,Sep-2014,1
4800,10.75, 36 months,156.58,B,B4,other,71000.0,18.97,OWN,FL,1.0,0.0,40.0,12.0,25.0,Jan-1988,Fully Paid,5318.9448634273,4800.0,0.0,Mar-2016,10
12000,12.12, 36 months,399.26,B,B3,credit_card,84800.0,12.83,RENT,NY,0.0,0.0,80.4,13.0,19.0,Aug-2003,Fully Paid,13585.7726524628,12000.0,0.0,Apr-2013,2
15000,6.08, 36 months,456.88,A,A2,house,80000.0,3.11,MORTGAGE,CA,0.0,1.0,34.3,8.0,23.0,Feb-2005,Current,5472.43,4700.1,0.0,Feb-2018,10
12000,9.71, 36 months,385.58,B,B1,credit_card,94000.0,19.34,MORTGAGE,WA,0.0,1.0,80.5,15.0,35.0,Aug-1991,Fully Paid,13006.9051953094,12000.0,0.0,Sep-2013,10
25475,24.5, 60 months,740.28,F,F3,credit_card,58000.0,35.46,RENT,FL,0.0,1.0,62.1,13.0,32.0,May-2000,Charged Off,5887.57,1890.6,0.0,Mar-2015,3
35000,10.78, 60 months,757.16,B,B4,debt_consolidation,150000.0,21.66,MORTGAGE,NY,0.0,0.0,43.0,27.0,52.0,Mar-1988,Current,27993.96,19330.53,0.0,Jan-2016,10
10000,9.44, 36 months,320.05,B,B1,credit_card,55000.0,15.74,RENT,NY,0.0,1.0,30.5,12.0,15.0,Jun-2013,Charged Off,4199.13,3651.69,0.0,Dec-2017,4
15000,9.17, 36 months,478.19,B,B2,debt_consolidation,69000.0,28.4,RENT,MT,0.0,1.0,59.1,24.0,34.0,Apr-1989,Fully Paid,17235.1600962226,15000.0,0.0,Aug-2015,9
5400,7.26, 36 months,167.38,A,A4,credit_card,28000.0,18.26,MORTGAGE,VT,0.0,0.0,24.0,8.0,17.0,Mar-1989,Fully Paid,5958.4075648447,5400.0,0.0,Aug-2015,3
15000,13.67, 36 months,510.27,B,B5,debt_consolidation,31000.0,23.65,RENT,NY,0.0,0.0,70.3,12.0,20.0,Aug-2006,Fully Paid,18369.435498155,15000.0,0.0,Apr-2012,1
19200,14.99, 60 months,456.67,C,C4,debt_consolidation,63000.0,10.67,MORTGAGE,FL,0.0,1.0,29.9,15.0,28.0,Mar-1993,Fully Paid,20203.249838937,19200.0,0.0,Feb-2017,-1
28000,5.32, 36 months,843.22,A,A1,credit_card,160000.0,21.0,MORTGAGE,TX,0.0,0.0,45.3,30.0,60.0,Mar-1987,Fully Paid,30347.401541914,28000.0,0.0,Jun-2015,10
7500,20.39, 36 months,280.22,D,D4,debt_consolidation,60000.0,12.12,RENT,TX,0.0,0.0,82.2,6.0,15.0,Jul-2012,Fully Paid,8086.7109104614,7500.0,0.0,May-2018,3
8000,12.62, 36 months,268.09,C,C1,credit_card,90254.0,14.04,MORTGAGE,DC,0.0,1.0,35.5,21.0,38.0,Dec-2001,Fully Paid,8778.8761650752,8000.0,0.0,Jul-2017,9
10800,12.99, 60 months,245.68,C,C2,debt_consolidation,88000.0,17.61,MORTGAGE,CO,0.0,1.0,75.5,19.0,25.0,Mar-2001,Fully Paid,12760.8292474087,10800.0,0.0,Apr-2016,10
35000,18.24, 60 months,893.35,D,D5,debt_consolidation,150000.0,4.49,MORTGAGE,FL,0.0,3.0,67.1,6.0,13.0,Jun-2004,Charged Off,20223.66,7416.83,4143.36,Jul-2014,0
30000,12.59, 36 months,1004.91,C,C2,debt_consolidation,140000.0,27.66,OWN,NC,0.0,1.0,93.1,11.0,20.0,Jul-2000,Charged Off,7103.43,4985.86,0.0,Dec-2015,3
25000,18.45, 36 months,909.47,D,D2,debt_consolidation,91000.0,18.17,MORTGAGE,NY,3.0,0.0,43.1,25.0,65.0,Oct-1989,Fully Paid,27703.8936417944,25000.0,0.0,Mar-2018,10
15000,15.49, 36 months,523.59,C,C4,credit_card,24000.0,29.75,OWN,NJ,0.0,0.0,68.1,5.0,9.0,Sep-1993,Current,4699.4,3127.73,0.0,May-2018,10
12000,25.82, 60 months,358.01,E,E4,debt_consolidation,300000.0,9.75,OWN,PA,1.0,0.0,35.7,12.0,27.0,Apr-1999,Fully Paid,13835.6595563256,12000.0,0.0,Oct-2017,0
36875,7.21, 36 months,1142.14,A,A3,credit_card,375000.0,21.74,MORTGAGE,FL,2.0,0.0,60.2,13.0,35.0,Aug-1988,Current,21671.12,18469.89,0.0,Jul-2017,7
6000,17.27, 36 months,214.73,D,D2,credit_card,30600.0,32.6,RENT,IN,0.0,0.0,33.5,8.0,15.0,Feb-2003,Current,7504.04,5788.62,0.0,Mar-2016,-1
16000,13.49, 36 months,542.89,C,C2,debt_consolidation,36778.32,23.92,OWN,IN,0.0,1.0,62.7,4.0,13.0,Apr-1999,Current,15087.0,11868.71,0.0,Oct-2016,-1
12000,12.29, 36 months,400.24,C,C1,home_improvement,60000.0,28.32,MORTGAGE,AL,3.0,0.0,41.5,17.0,22.0,Dec-2007,Fully Paid,14392.0716092383,12000.0,0.0,Oct-2015,5
16650,19.52, 36 months,614.71,E,E2,debt_consolidation,75000.0,6.54,RENT,CO,0.0,3.0,78.4,10.0,28.0,Aug-1998,Fully Paid,21520.0700004613,16650.0,0.0,Jul-2014,5
13000,7.9, 36 months,406.78,A,A4,debt_consolidation,85000.0,7.33,RENT,CA,0.0,1.0,36.1,4.0,13.0,Apr-2001,Fully Paid,14407.9600001432,13000.0,0.0,Jan-2014,1
35000,12.99, 60 months,796.18,C,C2,credit_card,240000.0,17.82,MORTGAGE,FL,1.0,0.0,79.4,13.0,30.0,Nov-1992,Current,27841.04,17643.22,0.0,Mar-2016,10
15000,6.99, 36 months,463.09,A,A2,credit_card,70000.0,20.59,RENT,IL,0.0,0.0,38.0,16.0,36.0,Feb-2000,Current,10612.95,9217.42,0.0,Mar-2017,5
15000,12.73, 36 months,503.47,B,B5,debt_consolidation,63000.0,31.69,MORTGAGE,NY,0.0,0.0,29.0,21.0,34.0,Jul-2003,Current,3513.68,2488.5,0.0,Jul-2018,2
5400,19.03, 36 months,198.03,D,D3,debt_consolidation,45000.0,18.96,OWN,PA,0.0,3.0,17.7,24.0,34.0,Mar-1993,Current,3360.8,2173.45,0.0,Sep-2017,1
10000,11.99, 36 months,332.1,B,B3,debt_consolidation,48000.0,16.78,RENT,CA,0.0,0.0,80.0,16.0,29.0,Aug-2000,Fully Paid,11040.6706793588,10000.0,0.0,Sep-2013,4
8000,11.39, 36 months,263.39,B,B3,house,50000.0,18.75,RENT,MN,0.0,1.0,14.6,10.0,17.0,May-2006,Fully Paid,8706.0797268905,8000.0,0.0,Mar-2017,5
10800,9.75, 36 months,347.22,B,B3,debt_consolidation,74000.0,8.24,RENT,MI,0.0,1.0,24.8,6.0,22.0,Dec-2001,Current,11487.67,9775.06,0.0,May-2016,4
12800,8.24, 36 months,402.53,B,B1,home_improvement,105000.0,27.45,MORTGAGE,CT,0.0,0.0,84.5,13.0,47.0,Jan-2000,Charged Off,7662.81,6362.33,0.0,Jan-2017,2
16000,9.17, 60 months,333.46,B,B2,debt_consolidation,90000.0,18.95,MORTGAGE,CO,0.0,0.0,30.9,12.0,20.0,Feb-1978,Fully Paid,19141.4749210425,16000.0,0.0,Apr-2015,10
25000,9.93, 36 months,805.86,B,B2,other,85000.0,11.61,RENT,NY,0.0,0.0,42.0,10.0,20.0,Jun-2006,Current,14491.69,11574.62,0.0,Aug-2017,3
20000,8.99, 36 months,635.91,B,B1,home_improvement,44800.0,11.17,MORTGAGE,CA,0.0,0.0,14.8,9.0,28.0,Mar-2003,Current,19067.31,16282.95,0.0,Aug-2016,10
10000,14.46, 36 months,344.02,C,C4,debt_consolidation,105000.0,33.95,RENT,TX,0.0,1.0,46.7,24.0,32.0,Aug-2000,Fully Paid,11846.9260031193,10000.0,0.0,Mar-2016,4
3000,10.08, 36 months,96.92,B,B1,credit_card,19200.0,16.13,RENT,OR,0.0,0.0,20.7,5.0,6.0,Jan-2015,Current,482.92,364.3,0.0,Sep-2018,4
10000,10.47, 36 months,324.89,B,B2,credit_card,55000.0,18.98,OWN,IL,0.0,0.0,46.7,14.0,25.0,Sep-2007,Current,1293.74,963.07,0.0,Oct-2018,-1
25000,25.82, 60 months,745.85,E,E4,credit_card,43000.0,29.03,MORTGAGE,FL,0.0,0.0,75.7,11.0,52.0,Mar-2001,Fully Paid,30974.0813723075,25000.0,0.0,Oct-2017,0
1000,15.05, 36 months,34.69,C,C4,credit_card,51000.0,11.62,OWN,AR,1.0,0.0,0.0,13.0,20.0,Oct-2005,Current,1047.21,927.71,0.0,Nov-2017,2
20000,14.65, 60 months,472.14,C,C5,debt_consolidation,62000.0,20.25,OWN,WI,0.0,1.0,60.6,15.0,29.0,Dec-2001,Late (31-120 days),17925.04,10939.54,0.0,Aug-2015,10
15000,15.61, 60 months,361.67,C,C5,debt_consolidation,64800.0,27.06,MORTGAGE,MD,0.0,0.0,92.2,14.0,28.0,Apr-2000,Current,21338.53,14642.99,0.0,Mar-2014,-1
6025,10.56, 36 months,196.0,B,B3,credit_card,58000.0,5.88,RENT,MA,0.0,0.0,76.2,9.0,9.0,Jul-2012,Current,3560.93,3240.35,0.0,Jun-2018,1
14000,20.99, 60 months,378.67,E,E5,debt_consolidation,37000.0,26.11,MORTGAGE,GA,1.0,1.0,56.0,12.0,18.0,Feb-1996,Charged Off,5060.07,1448.24,1306.02,Jul-2015,3
23450,15.41, 60 months,562.94,D,D1,debt_consolidation,51000.0,13.25,MORTGAGE,SC,0.0,0.0,40.4,7.0,21.0,Sep-2000,Current,21371.64,12720.96,0.0,Dec-2015,10
16000,10.9, 60 months,347.09,B,B4,credit_card,80000.0,10.82,OWN,MA,0.0,0.0,44.7,4.0,14.0,Dec-1977,Current,3461.21,2102.06,0.0,Apr-2018,4
3600,13.99, 36 months,123.03,C,C3,home_improvement,52000.0,15.23,MORTGAGE,PA,0.0,0.0,79.9,7.0,8.0,Jul-2007,Charged Off,2351.55,1711.44,0.0,Dec-2016,10
16000,13.99, 60 months,372.21,C,C3,debt_consolidation,42000.0,12.46,OWN,IL,0.0,1.0,66.8,5.0,10.0,Feb-2004,Current,10024.8,5850.32,0.0,Nov-2016,10
21325,17.99, 36 months,770.85,D,D2,debt_consolidation,53135.0,13.98,OWN,IN,0.0,2.0,36.8,5.0,17.0,Oct-1998,Charged Off,9218.23,5878.07,0.0,Nov-2016,5
6000,9.44, 36 months,192.03,B,B1,other,75002.0,12.78,MORTGAGE,AZ,0.0,0.0,30.6,4.0,13.0,Apr-2008,Current,3261.36,2623.32,0.0,Sep-2017,5
1000,12.62, 36 months,33.52,C,C1,home_improvement,41000.0,17.33,MORTGAGE,FL,0.0,0.0,69.8,3.0,5.0,May-2000,Current,568.44,425.75,0.0,Sep-2017,10
10225,7.26, 36 months,316.94,A,A4,debt_consolidation,29412.0,17.01,RENT,OR,0.0,0.0,39.7,5.0,20.0,Mar-1988,Fully Paid,10388.12,10225.0,0.0,Aug-2015,-1
10000,17.14, 36 months,357.23,D,D4,debt_consolidation,60000.0,36.5,MORTGAGE,TN,1.0,0.0,79.0,8.0,26.0,Mar-2002,Fully Paid,13158.3021367921,10000.0,0.0,Nov-2014,10
5600,11.99, 36 months,185.98,C,C1,other,48500.0,32.18,MORTGAGE,WA,0.0,0.0,98.7,5.0,12.0,Dec-1993,Fully Paid,6598.3368278652,5600.0,0.0,Feb-2016,2
4000,11.49, 36 months,131.89,B,B5,debt_consolidation,30000.0,13.72,RENT,CA,0.0,0.0,61.3,4.0,15.0,Jul-2010,Fully Paid,4236.5903169355,4000.0,0.0,Jul-2016,2
35000,17.97, 60 months,888.2,D,D1,debt_consolidation,150000.0,29.65,MORTGAGE,FL,0.0,0.0,63.7,11.0,27.0,Feb-2002,Current,5102.09,2267.89,0.0,Aug-2018,5
14450,17.57, 36 months,519.3,D,D4,debt_consolidation,63413.0,26.57,MORTGAGE,TX,0.0,0.0,61.7,14.0,26.0,Aug-2001,Fully Paid,16177.8000001353,14450.0,0.0,Jul-2015,10
14000,16.02, 36 months,492.34,C,C5,debt_consolidation,68000.0,27.21,MORTGAGE,FL,0.0,0.0,6.1,17.0,28.0,Mar-2009,Charged Off,5495.71,2560.79,1569.45,Jul-2017,4
25000,7.91, 36 months,782.38,A,A5,debt_consolidation,101000.0,18.44,MORTGAGE,AZ,0.0,4.0,49.0,9.0,39.0,Apr-1996,Fully Paid,27537.1791800982,25000.0,0.0,Jan-2016,10
15000,13.99, 60 months,348.95,C,C3,debt_consolidation,40000.0,17.55,MORTGAGE,NV,0.0,0.0,45.5,8.0,25.0,Dec-1999,Fully Paid,15375.64,15000.0,0.0,Aug-2016,-1
19650,24.89, 60 months,575.49,G,G4,debt_consolidation,55000.0,30.72,RENT,NM,0.0,1.0,83.8,25.0,47.0,Nov-2001,Fully Paid,28306.9507896082,19650.0,0.0,Nov-2012,3
10000,10.49, 36 months,324.98,B,B3,debt_consolidation,28000.0,25.65,RENT,FL,0.0,0.0,44.3,7.0,12.0,Nov-2006,Fully Paid,11080.7734476582,10000.0,0.0,Aug-2016,5
5600,11.39, 36 months,184.38,B,B3,home_improvement,50000.0,9.27,OWN,WI,0.0,1.0,99.2,5.0,15.0,Oct-1987,Fully Paid,6013.2802842675,5600.0,0.0,May-2017,-1
15000,9.44, 60 months,314.59,B,B1,credit_card,25000.0,33.51,MORTGAGE,OR,0.0,0.0,62.8,9.0,16.0,Sep-2002,Current,5654.75,3785.46,0.0,Aug-2017,0
14400,15.99, 60 months,350.11,C,C5,debt_consolidation,116000.0,7.62,RENT,VA,0.0,1.0,71.0,7.0,20.0,Dec-1996,Current,7689.63,4013.42,0.0,Apr-2017,2
10000,15.05, 36 months,346.9,C,C4,debt_consolidation,37000.0,23.74,RENT,AZ,0.0,0.0,64.0,7.0,10.0,Jun-2006,Current,5542.04,3897.39,0.0,Oct-2017,3
20000,9.99, 36 months,645.25,B,B3,debt_consolidation,46634.0,16.19,MORTGAGE,CA,0.0,0.0,95.5,4.0,17.0,Jul-1983,Fully Paid,22857.8255503147,20000.0,0.0,Sep-2015,1
22000,7.89, 36 months,688.29,A,A5,debt_consolidation,80000.0,11.81,MORTGAGE,MD,0.0,1.0,14.8,20.0,38.0,Oct-1989,Fully Paid,24432.3229416764,22000.0,0.0,Jul-2015,10
22000,9.44, 60 months,461.4,B,B1,debt_consolidation,34000.0,20.93,RENT,RI,0.0,0.0,24.7,9.0,22.0,Aug-2003,Current,5913.72,4017.72,0.0,Feb-2018,-1
10000,7.21, 36 months,309.74,A,A3,debt_consolidation,75000.0,11.68,MORTGAGE,IN,0.0,0.0,37.3,7.0,20.0,Jun-2004,Fully Paid,10689.3464745932,10000.0,0.0,Aug-2017,10
8000,6.08, 36 months,243.67,A,A2,home_improvement,75000.0,22.83,MORTGAGE,WI,0.0,0.0,18.6,12.0,29.0,Jan-2007,Current,2921.34,2506.73,0.0,Feb-2018,3
35000,12.79, 60 months,792.61,C,C1,credit_card,95000.0,27.87,MORTGAGE,TX,0.0,2.0,27.9,51.0,75.0,Jan-2007,Current,23728.56,14740.57,0.0,Aug-2016,3
9000,9.43, 36 months,288.01,B,B1,debt_consolidation,35000.0,17.28,OWN,GA,2.0,0.0,40.0,6.0,14.0,Apr-2006,Current,2899.42,2251.32,0.0,Apr-2018,8
8000,18.49, 36 months,291.19,D,D2,debt_consolidation,25000.0,19.49,RENT,CA,0.0,0.0,49.7,8.0,9.0,Nov-2007,Fully Paid,10048.0224070782,8000.0,0.0,Aug-2012,2
30000,14.49, 60 months,705.7,C,C4,debt_consolidation,72000.0,23.48,MORTGAGE,KY,0.0,0.0,71.0,13.0,32.0,May-1985,Fully Paid,38630.56,30000.0,0.0,Jun-2014,10
13000,9.44, 36 months,416.07,B,B1,debt_consolidation,55016.0,13.83,RENT,WA,0.0,0.0,46.2,7.0,16.0,Nov-2002,Fully Paid,14193.04791831,13000.0,0.0,Jul-2017,4
7800,14.08, 36 months,266.89,C,C3,debt_consolidation,40000.0,6.63,RENT,NY,0.0,0.0,26.9,5.0,10.0,Dec-2006,Fully Paid,8018.9877517027,7800.0,0.0,Nov-2017,10
6000,12.79, 36 months,201.56,C,C1,home_improvement,56435.0,18.86,MORTGAGE,MO,0.0,1.0,0.1,28.0,43.0,Nov-2001,Fully Paid,7099.5221946038,6000.0,0.0,Sep-2016,10
3500,11.44, 36 months,115.32,B,B4,debt_consolidation,35000.0,25.96,RENT,KS,0.0,1.0,52.6,10.0,20.0,Jun-2004,Charged Off,1206.91,590.34,401.89,Mar-2017,0
8000,14.31, 36 months,274.63,C,C4,car,46000.0,3.44,MORTGAGE,CA,1.0,0.0,77.5,5.0,13.0,Dec-1996,Fully Paid,9174.4600000101,8000.0,0.0,Jan-2015,0
5000,9.93, 36 months,161.18,B,B2,debt_consolidation,25000.0,13.34,RENT,NY,0.0,1.0,47.6,6.0,14.0,Jul-1995,Current,2253.76,1770.54,0.0,Dec-2017,3
10000,7.21, 36 months,309.74,A,A3,credit_card,72000.0,13.5,RENT,MD,0.0,0.0,63.9,12.0,26.0,May-2003,Current,2184.2,1779.42,0.0,Jul-2018,7
10000,12.59, 36 months,334.97,C,C2,credit_card,23000.0,17.43,MORTGAGE,NY,0.0,0.0,42.1,9.0,18.0,Oct-1998,Fully Paid,11739.0376614801,10000.0,0.0,Dec-2015,-1
8000,10.91, 36 months,261.57,B,B4,debt_consolidation,51000.0,18.8,RENT,CA,0.0,1.0,43.6,6.0,13.0,Apr-2005,Current,3376.17,2593.36,0.0,Jan-2018,2
17275,23.99, 60 months,496.87,E,E2,debt_consolidation,43200.0,30.06,RENT,CA,0.0,0.0,62.5,12.0,36.0,Jul-2007,Fully Paid,17973.5868121317,17275.0,0.0,Jan-2017,-1
7000,10.99, 36 months,229.14,B,B4,credit_card,72000.0,2.4,RENT,MD,0.0,0.0,42.3,4.0,6.0,Apr-2010,Fully Paid,8239.4275840716,7000.0,0.0,Apr-2015,3
35000,7.07, 36 months,1081.82,A,A2,other,165000.0,3.53,OWN,MA,0.0,1.0,0.3,10.0,21.0,Oct-1996,Fully Paid,36924.8708699116,35000.0,0.0,May-2017,10
12000,10.49, 36 months,389.98,B,B3,credit_card,60000.0,11.52,MORTGAGE,CA,0.0,0.0,52.6,16.0,22.0,Mar-2004,Fully Paid,13307.2078070645,12000.0,0.0,Aug-2016,8
5000,5.32, 36 months,150.58,A,A1,major_purchase,70000.0,24.12,MORTGAGE,OH,1.0,0.0,48.6,11.0,21.0,Oct-1991,Fully Paid,5417.68272513,5000.0,0.0,Oct-2015,8
12000,10.56, 36 months,390.37,B,B3,other,69847.0,11.8,MORTGAGE,FL,2.0,0.0,64.0,8.0,31.0,Mar-2005,Current,3115.92,2349.58,0.0,Jun-2018,10
11000,14.48, 60 months,258.7,C,C5,debt_consolidation,32000.0,31.72,RENT,CA,0.0,0.0,19.7,12.0,24.0,Dec-2005,Fully Paid,13308.3241182102,11000.0,0.0,Dec-2015,10
9000,9.92, 36 months,290.07,B,B2,debt_consolidation,55000.0,16.28,RENT,NY,0.0,1.0,14.1,28.0,36.0,Nov-2000,Current,2900.7,2238.72,0.0,Apr-2018,5
25000,13.59, 60 months,576.41,C,C2,major_purchase,40000.0,24.93,MORTGAGE,IL,1.0,1.0,23.7,11.0,15.0,Nov-2012,Current,8135.8,4422.37,0.0,Dec-2017,0
20000,11.48, 36 months,659.33,B,B5,credit_card,110000.0,13.04,RENT,TX,0.0,0.0,92.7,14.0,33.0,Sep-2001,Current,22651.0,18609.28,0.0,Jan-2016,4
10000,14.08, 36 months,342.17,C,C3,vacation,54000.0,9.78,RENT,CA,0.0,0.0,45.2,13.0,27.0,Oct-2010,Fully Paid,10005.3213333335,10000.0,0.0,Feb-2018,7
5000,11.67, 36 months,165.29,B,B4,debt_consolidation,40000.0,24.84,OWN,RI,1.0,0.0,28.2,18.0,25.0,Mar-1981,Fully Paid,5950.2076760502,5000.0,0.0,Aug-2014,10
15350,15.31, 36 months,534.45,C,C4,debt_consolidation,75000.0,33.92,MORTGAGE,TN,3.0,0.0,87.0,11.0,50.0,Jul-1979,Fully Paid,18676.42,15350.0,0.0,Apr-2014,9
25000,27.27, 60 months,767.43,E,E5,debt_consolidation,48000.0,30.28,OWN,CA,0.0,0.0,72.2,8.0,16.0,Feb-2012,Current,2264.41,611.61,0.0,Nov-2018,-1
24175,20.99, 60 months,653.88,E,E4,debt_consolidation,55000.0,30.24,RENT,MN,0.0,0.0,92.4,12.0,32.0,Sep-1996,Charged Off,6538.8,2500.78,0.0,Jun-2014,8
20000,12.13, 60 months,446.21,B,B5,debt_consolidation,70000.0,22.15,MORTGAGE,TN,0.0,0.0,39.0,10.0,28.0,Apr-2003,In Grace Period,3542.71,2020.99,0.0,May-2018,10
4900,7.39, 36 months,152.18,A,A4,major_purchase,56000.0,14.38,MORTGAGE,CA,0.0,0.0,85.3,3.0,12.0,Sep-1994,Fully Paid,5382.5346733997,4900.0,0.0,May-2016,10
3000,28.18, 36 months,124.39,G,G1,major_purchase,10000.0,3.0,RENT,CT,0.0,1.0,0.0,6.0,15.0,Oct-1997,Current,3602.61,2205.97,0.0,Sep-2016,3
5000,10.47, 36 months,162.45,B,B2,debt_consolidation,124000.0,15.68,MORTGAGE,IL,0.0,1.0,38.5,12.0,27.0,Apr-2000,Current,809.34,604.58,0.0,Sep-2018,0
20000,16.99, 36 months,712.96,D,D3,debt_consolidation,77000.0,17.92,RENT,MI,0.0,1.0,70.1,8.0,16.0,Nov-1997,Fully Paid,24421.512088115,20000.0,0.0,Sep-2015,5
11200,11.53, 36 months,369.5,B,B5,debt_consolidation,58000.0,17.81,RENT,CA,0.0,0.0,87.7,10.0,13.0,Dec-2007,Fully Paid,11557.58,11200.0,0.0,May-2015,6
10000,11.05, 36 months,327.63,B,B4,debt_consolidation,120000.0,7.8,RENT,CO,0.0,1.0,9.4,12.0,15.0,Feb-2012,Current,2708.76,2052.38,0.0,Jun-2018,0
30000,7.12, 36 months,927.96,A,A3,debt_consolidation,107000.0,11.81,RENT,NY,0.0,0.0,47.6,6.0,23.0,Dec-1997,Fully Paid,32719.99,30000.0,0.0,Jul-2014,7
9000,16.2, 36 months,317.31,C,C4,debt_consolidation,67000.0,14.79,OWN,OH,1.0,1.0,71.9,11.0,21.0,Jul-2002,Fully Paid,11422.8235110667,9000.0,0.0,Nov-2013,7
20000,7.84, 36 months,625.26,A,A4,debt_consolidation,90000.0,15.83,OWN,PA,0.0,1.0,30.9,7.0,21.0,Oct-2003,Current,2492.33,1997.85,0.0,Oct-2018,10
6000,11.49, 36 months,197.83,B,B5,debt_consolidation,51000.0,28.09,RENT,CA,0.0,1.0,28.0,17.0,20.0,Jul-2008,Late (31-120 days),4744.09,3767.51,0.0,Nov-2016,4
10000,5.32, 36 months,301.15,A,A1,credit_card,102000.0,12.04,MORTGAGE,NY,0.0,1.0,14.1,16.0,28.0,Mar-2004,Current,9936.47,9104.58,0.0,Apr-2016,9
8400,13.98, 36 months,287.02,C,C3,debt_consolidation,210000.0,4.83,RENT,CA,0.0,0.0,52.2,8.0,12.0,Apr-2000,Charged Off,8003.91,5961.46,254.37,Sep-2014,10
28000,18.99, 60 months,726.19,D,D3,debt_consolidation,60000.0,23.3,MORTGAGE,GA,0.0,0.0,24.3,5.0,23.0,May-2004,Current,19599.31,9444.46,0.0,Nov-2016,2
21000,19.19, 60 months,546.95,E,E3,credit_card,58000.0,19.55,MORTGAGE,MN,0.0,1.0,95.1,6.0,11.0,Jun-2006,Fully Paid,28023.4783799317,21000.0,0.0,Jun-2015,2
24000,28.72, 60 months,757.72,F,F1,debt_consolidation,55000.0,43.03,MORTGAGE,OH,0.0,0.0,52.3,17.0,38.0,Mar-1999,Current,6570.0,1816.98,0.0,May-2018,6
7000,10.72, 36 months,228.25,B,B2,debt_consolidation,30000.0,10.51,OWN,FL,0.0,0.0,47.9,4.0,9.0,Oct-2003,Current,1005.33,830.36,0.0,Nov-2018,2
25000,7.69, 36 months,779.84,A,A4,debt_consolidation,95717.0,9.63,MORTGAGE,CA,0.0,2.0,60.6,12.0,29.0,Sep-1977,Fully Paid,27619.6300000031,25000.0,0.0,Jun-2014,10
12000,6.62, 36 months,368.45,A,A2,debt_consolidation,95000.0,15.34,MORTGAGE,UT,0.0,0.0,25.6,15.0,33.0,May-1997,Fully Paid,13262.1399943261,12000.0,0.0,Sep-2012,7
10825,12.69, 60 months,244.59,C,C2,debt_consolidation,41000.0,18.91,RENT,SC,0.0,0.0,47.1,6.0,8.0,Apr-2006,Current,10524.72,7037.7,0.0,Jun-2015,4
14000,16.02, 36 months,492.34,C,C5,credit_card,40000.0,29.7,MORTGAGE,FL,0.0,0.0,82.5,5.0,6.0,Nov-2009,Current,6905.22,4663.96,0.0,Dec-2017,4
13000,6.11, 36 months,396.14,A,A1,debt_consolidation,33912.0,23.0,MORTGAGE,NY,0.0,1.0,21.4,14.0,21.0,Jun-2000,Current,1580.15,1329.91,0.0,Oct-2018,-1
4200,6.07, 36 months,127.91,A,A2,house,21000.0,3.83,MORTGAGE,FL,0.0,0.0,0.0,4.0,8.0,May-1997,Current,1148.36,979.64,0.0,May-2018,-1
25000,15.04, 60 months,595.28,C,C4,small_business,80000.0,3.33,MORTGAGE,TX,0.0,0.0,81.9,4.0,9.0,Dec-2002,Current,5911.02,2983.92,0.0,Apr-2018,10
30000,15.02, 60 months,714.02,C,C3,debt_consolidation,120000.0,12.35,MORTGAGE,CA,0.0,1.0,45.6,8.0,21.0,Feb-2004,Current,4234.05,2094.71,0.0,Aug-2018,10
4000,9.43, 36 months,128.01,B,B1,credit_card,53000.0,14.88,RENT,VA,0.0,1.0,39.4,15.0,29.0,Jul-2001,Current,1284.8,1000.65,0.0,Apr-2018,10
