loan_amnt,term_months,int_rate,installment,grade_ord,sub_grade_ord,emp_length_years,annual_inc,dti,revol_util,inq_last_6mths,open_acc,total_acc,issue_d_year,issue_d_month,earliest_cr_line_year,earliest_cr_line_month,credit_history_age_months,addr_state,loan_status,total_pymnt,total_rec_prncp
4200,36.0,10.49,136.5,6.0,8.0,6.0,50000.0,28.04,23.3,0.0,19.0,56.0,2014.0,12.0,2000.0,8.0,172.0,MO,Fully Paid,4899.1578501008,4200.0
10400,36.0,16.24,366.87,5.0,15.0,10.0,72000.0,13.95,79.0,1.0,8.0,26.0,2014.0,1.0,1996.0,12.0,205.0,MN,Fully Paid,13207.1644953488,10400.0
7000,36.0,23.99,274.6,3.0,24.0,10.0,51000.0,7.13,94.6,0.0,3.0,15.0,2016.0,6.0,1999.0,9.0,201.0,WA,Current,8777.87,5954.7
10000,36.0,5.32,301.15,7.0,1.0,10.0,75000.0,2.27,48.6,1.0,6.0,30.0,2015.0,8.0,1999.0,10.0,190.0,GA,Fully Paid,10799.3723228397,10000.0
9600,36.0,14.07,328.44,5.0,13.0,6.0,42000.0,22.91,39.0,1.0,9.0,13.0,2018.0,3.0,2006.0,1.0,146.0,OH,Fully Paid,10624.2091052394,9600.0
12000,36.0,12.69,402.54,5.0,12.0,4.0,70000.0,16.89,63.9,1.0,9.0,13.0,2015.0,8.0,2003.0,10.0,142.0,IL,Fully Paid,14482.8915344373,12000.0
10500,36.0,12.12,349.36,6.0,8.0,9.0,38000.0,24.23,69.6,0.0,12.0,25.0,2012.0,6.0,1998.0,12.0,162.0,SC,Fully Paid,12576.6302888494,10500.0
6000,36.0,6.07,182.73,7.0,2.0,5.0,60000.0,10.16,18.1,0.0,12.0,23.0,2018.0,5.0,2011.0,8.0,81.0,CO,Current,1642.55,1399.5
3400,36.0,9.99,109.7,6.0,8.0,10.0,13000.0,9.79,59.7,0.0,4.0,4.0,2015.0,6.0,2006.0,9.0,105.0,CA,Fully Paid,3944.6551317856,3400.0
1200,36.0,15.21,41.73,4.0,17.0,8.0,39996.0,2.43,99.7,0.0,3.0,11.0,2010.0,10.0,2004.0,11.0,71.0,VA,Fully Paid,1366.3675072428,1200.0
8000,36.0,12.74,268.56,5.0,11.0,2.0,48000.0,9.25,41.5,1.0,8.0,15.0,2017.0,4.0,2009.0,12.0,88.0,IN,Current,5897.0,4522.7
35000,60.0,13.33,802.29,5.0,13.0,8.0,100000.0,13.12,41.9,1.0,10.0,18.0,2015.0,6.0,1985.0,1.0,365.0,GA,Current,35248.92,23299.23
14725,60.0,22.39,409.97,3.0,21.0,1.0,40000.0,30.42,4.3,1.0,12.0,22.0,2016.0,6.0,2002.0,11.0,163.0,VA,Fully Paid,18999.978705725,14725.0
12175,36.0,17.14,434.93,4.0,19.0,5.0,36000.0,21.97,93.5,0.0,10.0,21.0,2015.0,1.0,2004.0,11.0,122.0,TX,Fully Paid,15633.8578051144,12175.0
4000,36.0,12.62,134.05,5.0,11.0,7.0,40000.0,18.3,34.5,0.0,15.0,17.0,2018.0,1.0,2007.0,12.0,121.0,NY,Current,1739.85,1274.22
14175,36.0,13.67,482.2,5.0,13.0,2.0,65000.0,17.82,65.0,0.0,12.0,15.0,2016.0,3.0,2006.0,12.0,111.0,CA,Fully Paid,16724.3599062914,14175.0
20000,36.0,14.52,688.62,5.0,13.0,10.0,129000.0,16.43,99.0,0.0,6.0,24.0,2018.0,5.0,1991.0,12.0,317.0,IL,Current,6181.45,4219.72
12000,60.0,10.33,256.92,6.0,6.0,10.0,52000.0,13.52,5.9,0.0,23.0,32.0,2018.0,12.0,2000.0,1.0,227.0,CA,Current,506.95,308.56
10000,60.0,14.49,235.24,5.0,14.0,10.0,48000.0,11.08,41.7,0.0,10.0,25.0,2014.0,10.0,1998.0,11.0,191.0,AR,Fully Paid,10732.77,10000.0
10000,36.0,5.31,301.11,7.0,1.0,7.0,89000.0,10.45,50.8,1.0,11.0,23.0,2018.0,3.0,1994.0,1.0,290.0,IL,Current,3309.26,2888.81
6025,36.0,8.99,191.57,6.0,6.0,10.0,43000.0,8.71,70.7,0.0,12.0,25.0,2016.0,10.0,2002.0,5.0,173.0,MA,Current,5362.97,4542.76
11750,36.0,10.99,384.63,6.0,9.0,3.0,79000.0,25.81,59.6,2.0,20.0,35.0,2015.0,7.0,2001.0,11.0,164.0,NC,Fully Paid,13791.3296407588,11750.0
20950,60.0,19.03,543.81,4.0,18.0,0.0,60000.0,24.34,29.7,0.0,14.0,35.0,2017.0,10.0,2004.0,2.0,164.0,KY,Charged Off,5990.64,1320.87
35000,36.0,7.84,1094.2,7.0,4.0,10.0,350000.0,12.11,57.6,0.0,18.0,33.0,2018.0,7.0,1994.0,11.0,284.0,WV,Current,7644.16,6178.79
24000,60.0,12.12,535.33,6.0,8.0,10.0,110000.0,15.6,82.1,0.0,10.0,16.0,2013.0,6.0,1999.0,5.0,169.0,CA,Fully Paid,30482.500040205,24000.0
40000,60.0,11.44,878.5,6.0,9.0,4.0,153000.0,18.17,32.1,0.0,32.0,54.0,2017.0,4.0,2000.0,6.0,202.0,MA,Fully Paid,44628.919763498,40000.0
11000,60.0,15.61,265.23,4.0,16.0,10.0,72000.0,27.62,79.3,0.0,16.0,53.0,2015.0,4.0,1999.0,9.0,187.0,WA,Charged Off,10165.14,3580.3
11000,36.0,11.49,362.69,6.0,10.0,0.0,36000.0,12.07,61.5,0.0,10.0,32.0,2016.0,10.0,2004.0,2.0,152.0,OK,Current,9780.4,7879.6
15000,36.0,7.97,469.84,7.0,5.0,10.0,200000.0,17.93,27.1,2.0,12.0,40.0,2017.0,10.0,2001.0,12.0,190.0,WA,Fully Paid,16231.59614633,15000.0
11075,36.0,14.99,383.87,5.0,14.0,1.0,25200.0,16.67,65.0,0.0,4.0,7.0,2017.0,1.0,2001.0,7.0,186.0,AZ,Current,9272.84,6821.99
30000,60.0,21.45,819.22,4.0,20.0,1.0,53758.8,25.56,43.5,0.0,11.0,28.0,2018.0,2.0,2001.0,1.0,205.0,MA,Current,9794.89,3750.19
7000,36.0,21.0,263.73,3.0,21.0,1.0,44000.0,22.66,93.6,2.0,9.0,14.0,2013.0,10.0,2002.0,9.0,133.0,WI,Charged Off,3435.72,1528.41
8000,36.0,14.49,275.33,5.0,14.0,5.0,52000.0,22.32,61.8,1.0,18.0,36.0,2014.0,9.0,2004.0,9.0,120.0,TX,Fully Paid,9943.8106671152,8000.0
16950,36.0,15.88,594.91,5.0,14.0,5.0,110170.0,4.61,63.5,1.0,23.0,53.0,2013.0,7.0,1985.0,11.0,332.0,TX,Fully Paid,21178.9800038069,16950.0
15000,36.0,16.14,528.4,5.0,14.0,0.0,41000.0,29.95,74.9,0.0,17.0,25.0,2018.0,8.0,2009.0,9.0,107.0,CA,Current,3156.95,2027.0
35000,60.0,29.96,1131.51,1.0,34.0,10.0,150000.0,22.63,54.3,4.0,14.0,33.0,2016.0,7.0,1992.0,9.0,286.0,CA,Fully Paid,38734.8999698782,35000.0
34750,36.0,15.99,1221.54,5.0,15.0,3.0,124000.0,28.15,94.5,0.0,9.0,33.0,2017.0,3.0,1998.0,10.0,221.0,TX,Fully Paid,39888.3597966548,34750.0
8000,36.0,19.99,297.27,4.0,20.0,3.0,30000.0,24.24,73.5,0.0,8.0,19.0,2016.0,5.0,2004.0,8.0,141.0,TX,Fully Paid,9113.2079281481,8000.0
20000,36.0,12.73,671.29,6.0,10.0,10.0,30000.0,45.84,49.4,1.0,15.0,17.0,2018.0,9.0,2010.0,7.0,98.0,MO,Current,3397.59,2344.84
17000,60.0,19.52,445.87,3.0,23.0,10.0,54000.0,27.62,49.2,1.0,7.0,31.0,2015.0,4.0,1999.0,11.0,185.0,NC,Charged Off,12879.88,5172.73
10000,36.0,7.89,312.86,7.0,5.0,0.0,35000.0,14.71,39.8,0.0,10.0,13.0,2015.0,7.0,2004.0,12.0,127.0,OH,Fully Paid,11258.436374353,10000.0
7200,36.0,12.69,241.53,6.0,10.0,7.0,48000.0,5.25,95.6,0.0,2.0,4.0,2011.0,10.0,2005.0,6.0,76.0,WA,Fully Paid,7732.388283011,7200.0
16000,60.0,13.18,365.53,5.0,13.0,6.0,60000.0,21.9,48.7,0.0,8.0,12.0,2015.0,12.0,2008.0,3.0,93.0,GA,Current,13866.71,8890.93
6000,36.0,8.39,189.1,6.0,6.0,1.0,25000.0,8.69,42.1,0.0,5.0,5.0,2016.0,4.0,2012.0,2.0,50.0,NY,Current,6423.81,5625.75
24000,36.0,7.84,750.31,7.0,4.0,7.0,50000.0,22.49,46.5,1.0,24.0,38.0,2018.0,9.0,1988.0,7.0,362.0,NC,Current,3741.1,3006.58
2500,36.0,19.52,92.3,4.0,19.0,1.0,33600.0,5.04,59.8,0.0,2.0,5.0,2013.0,8.0,1997.0,11.0,189.0,CA,Fully Paid,3322.734939569801,2500.0
15800,60.0,18.99,409.78,4.0,18.0,2.0,50000.0,16.1,44.4,0.0,8.0,26.0,2017.0,1.0,1990.0,6.0,319.0,TX,Fully Paid,16607.1965835944,15800.0
20500,36.0,13.99,700.55,5.0,13.0,2.0,120000.0,9.42,39.3,0.0,7.0,20.0,2016.0,7.0,2001.0,12.0,175.0,NY,Current,21701.12,17116.84
20000,36.0,10.9,653.83,6.0,9.0,10.0,70000.0,11.5,66.3,0.0,7.0,33.0,2018.0,3.0,2003.0,12.0,171.0,IL,Current,7180.02,5436.23
3500,36.0,10.08,113.07,6.0,6.0,1.0,18000.0,33.6,35.3,0.0,10.0,16.0,2018.0,10.0,2008.0,3.0,127.0,IN,Current,447.38,338.92
5500,36.0,10.08,177.68,6.0,6.0,5.0,45000.0,19.01,36.4,1.0,23.0,24.0,2018.0,10.0,2010.0,11.0,95.0,IL,Current,707.64,532.58
8000,36.0,7.49,248.82,7.0,4.0,10.0,57000.0,7.74,45.9,0.0,5.0,33.0,2015.0,1.0,2002.0,1.0,156.0,MS,Fully Paid,8412.72,8000.0
5000,36.0,13.59,169.9,5.0,12.0,10.0,48000.0,34.18,74.5,0.0,12.0,16.0,2017.0,12.0,1995.0,9.0,267.0,NY,Fully Paid,5669.2184425043,5000.0
18000,60.0,26.24,541.49,3.0,25.0,9.0,100008.0,15.96,37.3,0.0,11.0,19.0,2017.0,3.0,1996.0,11.0,244.0,NE,Fully Paid,21076.6964625159,18000.0
25200,60.0,13.44,579.07,5.0,13.0,10.0,72000.0,30.27,42.5,0.0,19.0,31.0,2016.0,1.0,2000.0,3.0,190.0,NY,Current,21256.24,13515.83
4875,36.0,5.32,146.81,7.0,1.0,8.0,71000.0,5.97,42.2,1.0,9.0,24.0,2015.0,10.0,2001.0,2.0,176.0,NY,Fully Paid,5282.262819369,4875.0
17000,60.0,13.98,395.39,5.0,13.0,2.0,75000.0,29.11,87.1,0.0,16.0,23.0,2014.0,10.0,2001.0,1.0,165.0,OH,Current,20547.08,13996.94
25000,60.0,18.25,638.25,3.0,21.0,3.0,77000.0,17.19,52.9,1.0,31.0,55.0,2015.0,9.0,2002.0,2.0,163.0,GA,Charged Off,13278.5,6324.96
9000,36.0,7.97,281.91,7.0,5.0,10.0,77000.0,10.77,46.4,1.0,5.0,11.0,2017.0,10.0,2004.0,6.0,160.0,MO,Fully Paid,9638.604588847,9000.0
28000,36.0,7.84,875.36,7.0,4.0,0.0,75000.0,35.15,21.0,0.0,12.0,21.0,2018.0,8.0,1997.0,10.0,250.0,PA,Current,5239.96,4223.01
12600,60.0,15.02,299.89,5.0,13.0,3.0,63000.0,19.35,49.2,0.0,12.0,33.0,2018.0,10.0,2002.0,7.0,195.0,KY,Current,1189.05,579.49
3500,36.0,7.35,108.64,7.0,4.0,10.0,55000.0,13.57,3.3,0.0,13.0,27.0,2017.0,10.0,2002.0,10.0,180.0,NY,Fully Paid,3569.8678544565,3500.0
9600,36.0,10.41,311.62,6.0,8.0,10.0,40390.0,14.98,20.5,0.0,15.0,30.0,2018.0,2.0,2004.0,3.0,167.0,NY,Fully Paid,10294.9647442048,9600.0
8000,36.0,12.59,267.98,5.0,12.0,1.0,30000.0,19.46,50.2,2.0,8.0,11.0,2015.0,11.0,2004.0,10.0,133.0,NY,Charged Off,2522.46,1329.59
12000,36.0,13.99,410.08,5.0,13.0,7.0,53500.0,19.88,54.0,1.0,17.0,24.0,2017.0,3.0,1996.0,12.0,243.0,FL,Fully Paid,14001.1925581888,12000.0
5000,36.0,11.49,164.86,6.0,10.0,10.0,80000.0,9.5,41.1,1.0,10.0,21.0,2016.0,9.0,1994.0,12.0,261.0,TN,Fully Paid,5781.1194228465,5000.0
20000,60.0,21.99,552.27,2.0,26.0,3.0,150000.0,7.46,4.2,1.0,9.0,20.0,2015.0,6.0,1998.0,9.0,201.0,TX,Charged Off,5388.69,246.92
2200,36.0,13.99,75.19,5.0,13.0,2.0,38500.0,20.7,32.7,0.0,11.0,16.0,2016.0,9.0,1987.0,9.0,348.0,FL,Fully Paid,2667.0253747848,2200.0
8400,36.0,12.99,282.99,5.0,12.0,10.0,50000.0,31.05,44.2,2.0,25.0,32.0,2016.0,2.0,2006.0,4.0,118.0,FL,Fully Paid,9390.0862939288,8400.0
8500,36.0,6.49,260.48,7.0,2.0,10.0,65000.0,19.57,72.5,0.0,13.0,26.0,2015.0,1.0,1989.0,5.0,308.0,MN,Fully Paid,9351.8160816202,8500.0
14000,36.0,12.79,470.31,5.0,11.0,10.0,95000.0,4.32,47.8,0.0,5.0,14.0,2016.0,7.0,2006.0,8.0,119.0,NJ,Fully Paid,14845.1581955317,14000.0
5000,36.0,11.44,164.74,6.0,9.0,5.0,50000.0,20.24,84.1,0.0,10.0,19.0,2016.0,12.0,1999.0,12.0,204.0,TX,Current,4281.46,3435.65
8850,36.0,11.67,292.56,6.0,9.0,0.0,35000.0,27.57,37.8,0.0,10.0,24.0,2014.0,6.0,2005.0,5.0,109.0,NJ,Fully Paid,10531.89022376,8850.0
4000,36.0,13.49,135.73,5.0,12.0,0.0,50000.0,4.94,93.7,0.0,13.0,18.0,2016.0,10.0,2006.0,7.0,123.0,MN,Current,3801.16,2966.7
26000,60.0,16.02,632.55,5.0,15.0,1.0,60000.0,29.24,23.9,1.0,23.0,35.0,2017.0,8.0,1999.0,7.0,217.0,OH,Fully Paid,26026.611,26000.0
7000,36.0,10.15,226.37,6.0,7.0,1.0,55000.0,5.0,79.5,0.0,5.0,8.0,2014.0,6.0,1997.0,1.0,209.0,MI,Fully Paid,8096.79,7000.0
5000,36.0,10.49,162.49,6.0,7.0,10.0,80000.0,17.0,95.9,0.0,4.0,8.0,2017.0,1.0,2000.0,10.0,195.0,NY,Current,4159.34,3420.13
5500,36.0,11.49,181.35,6.0,10.0,0.0,31000.0,29.31,81.7,0.0,7.0,8.0,2017.0,3.0,2011.0,3.0,72.0,MD,Fully Paid,6313.486672684,5500.0
16000,36.0,8.99,508.73,6.0,6.0,9.0,64292.0,11.8,39.9,0.0,12.0,20.0,2016.0,9.0,1993.0,4.0,281.0,NY,Fully Paid,16009.0,16000.0
24000,36.0,7.46,746.11,7.0,4.0,10.0,131000.0,35.98,30.3,0.0,20.0,32.0,2018.0,6.0,1999.0,11.0,223.0,PA,Current,5948.99,4880.48
2000,36.0,20.39,74.73,4.0,19.0,1.0,21000.0,4.46,35.5,0.0,9.0,11.0,2018.0,3.0,2013.0,8.0,55.0,DC,Fully Paid,2136.5447127299,2000.0
7000,36.0,8.24,220.14,6.0,6.0,0.0,35000.0,21.98,39.0,0.0,13.0,39.0,2017.0,3.0,1999.0,5.0,214.0,MN,Fully Paid,7726.2263049599,7000.0
13200,36.0,25.49,528.26,3.0,24.0,6.0,30000.0,34.92,42.8,1.0,11.0,19.0,2016.0,12.0,2008.0,9.0,99.0,FL,Fully Paid,17401.4283599633,13200.0
11000,36.0,8.24,345.92,6.0,6.0,10.0,80000.0,15.6,46.9,0.0,10.0,13.0,2017.0,2.0,2005.0,6.0,140.0,NC,Current,8289.49,7028.48
13000,36.0,15.99,456.98,5.0,15.0,3.0,40000.0,25.44,45.5,0.0,12.0,17.0,2016.0,11.0,2011.0,5.0,66.0,CA,Current,12829.75,9693.51
40000,36.0,7.97,1252.91,7.0,5.0,10.0,180000.0,11.78,45.5,2.0,15.0,24.0,2017.0,10.0,1999.0,9.0,217.0,IL,Fully Paid,41917.6422344497,40000.0
8400,36.0,9.71,269.91,6.0,6.0,3.0,36000.0,23.93,53.7,0.0,5.0,16.0,2013.0,8.0,1999.0,8.0,168.0,TN,Fully Paid,9716.4323909653,8400.0
7200,36.0,15.31,250.69,5.0,12.0,2.0,110000.0,13.31,21.7,0.0,9.0,41.0,2012.0,9.0,1987.0,9.0,300.0,LA,Fully Paid,8804.6699964689,7200.0
10000,36.0,9.44,320.05,6.0,6.0,0.0,50000.0,11.71,23.4,1.0,7.0,12.0,2017.0,9.0,2013.0,10.0,47.0,FL,Current,5430.36,4372.21
15000,60.0,26.24,451.25,3.0,25.0,9.0,30000.0,21.96,78.8,0.0,5.0,9.0,2017.0,2.0,1989.0,12.0,326.0,CA,Current,10808.13,3836.1
16000,60.0,12.62,360.95,5.0,11.0,0.0,135000.0,15.79,18.4,1.0,11.0,17.0,2018.0,2.0,2012.0,8.0,66.0,FL,Current,4308.96,2450.74
26200,60.0,16.99,651.0,4.0,18.0,5.0,57000.0,26.8,43.2,0.0,15.0,33.0,2015.0,8.0,2001.0,5.0,171.0,CA,Fully Paid,29262.74,26200.0
6000,36.0,9.93,193.41,6.0,7.0,10.0,64120.0,27.25,75.9,1.0,19.0,37.0,2017.0,6.0,1992.0,6.0,300.0,VA,Current,3864.89,3112.85
7000,36.0,13.98,239.18,5.0,13.0,10.0,65000.0,22.36,21.6,4.0,20.0,54.0,2014.0,5.0,1993.0,6.0,251.0,MI,Fully Paid,7820.5,7000.0
15000,36.0,12.84,504.27,5.0,12.0,5.0,65000.0,6.65,57.4,0.0,10.0,18.0,2009.0,4.0,2003.0,4.0,72.0,CA,Fully Paid,17480.005020540702,15000.0
10000,36.0,10.99,327.34,6.0,9.0,10.0,29000.0,20.36,32.7,0.0,9.0,13.0,2015.0,11.0,1994.0,8.0,255.0,NY,Fully Paid,11771.430989723,10000.0
8000,36.0,20.0,297.31,4.0,19.0,4.0,40000.0,11.91,49.1,1.0,12.0,20.0,2018.0,1.0,2000.0,3.0,214.0,NY,Current,3856.14,2358.45
3000,36.0,6.97,92.6,7.0,3.0,4.0,37700.0,15.0,59.8,0.0,11.0,20.0,2016.0,5.0,2008.0,10.0,91.0,MA,Current,3053.48,2725.78
8000,36.0,13.59,271.84,5.0,12.0,3.0,95000.0,14.78,57.8,0.0,11.0,18.0,2017.0,6.0,2001.0,6.0,192.0,ID,Fully Paid,8819.0746456178,8000.0
35000,36.0,16.99,1247.68,4.0,16.0,10.0,126490.9,17.17,97.0,0.0,12.0,21.0,2017.0,3.0,1995.0,11.0,256.0,TX,Current,28630.57,20280.37
15000,36.0,7.69,467.91,7.0,4.0,10.0,55000.0,22.91,64.7,0.0,9.0,29.0,2014.0,5.0,2000.0,9.0,164.0,NC,Fully Paid,15837.36,15000.0
16000,60.0,12.73,361.85,6.0,10.0,5.0,155000.0,10.4,68.0,0.0,7.0,11.0,2018.0,7.0,2004.0,11.0,164.0,LA,Current,2521.63,1388.38
10000,36.0,16.01,351.62,5.0,15.0,5.0,53000.0,26.72,74.6,0.0,10.0,22.0,2018.0,4.0,2007.0,8.0,128.0,MS,Fully Paid,10879.4963865228,10000.0
24000,36.0,6.97,740.73,7.0,3.0,2.0,130000.0,20.38,49.7,0.0,17.0,25.0,2016.0,2.0,1976.0,1.0,481.0,IL,Current,26656.637729209,24000.0
40000,60.0,12.62,902.37,5.0,11.0,6.0,128500.0,31.12,70.4,0.0,10.0,26.0,2017.0,10.0,1987.0,9.0,361.0,AK,Late (31-120 days),12907.78,7222.51
10000,36.0,15.8,350.59,5.0,13.0,10.0,130000.0,10.9,85.1,0.0,18.0,46.0,2013.0,3.0,1990.0,4.0,275.0,NY,Fully Paid,12039.8673837255,10000.0
30000,60.0,18.94,777.23,4.0,17.0,10.0,65500.0,27.25,66.1,1.0,7.0,21.0,2018.0,9.0,2002.0,4.0,197.0,MO,Current,3854.58,1567.35
30000,36.0,8.18,942.59,6.0,6.0,10.0,205000.0,15.55,39.7,0.0,11.0,24.0,2015.0,10.0,1990.0,9.0,301.0,FL,Fully Paid,33629.2762757361,30000.0
2600,36.0,12.69,87.22,5.0,12.0,10.0,69730.0,16.61,62.7,0.0,17.0,24.0,2015.0,10.0,2000.0,12.0,178.0,FL,Fully Paid,2716.8,2600.0
12000,36.0,14.07,410.54,5.0,13.0,0.0,68000.0,12.41,24.1,0.0,15.0,22.0,2018.0,3.0,2007.0,11.0,124.0,NY,Current,4497.18,3148.52
3600,36.0,12.73,120.84,6.0,10.0,8.0,33000.0,9.13,8.4,0.0,5.0,13.0,2018.0,9.0,2012.0,11.0,70.0,MO,Current,601.65,422.11
8000,36.0,9.17,255.04,6.0,7.0,2.0,36000.0,7.5,69.5,1.0,7.0,18.0,2015.0,5.0,1999.0,9.0,188.0,DE,Fully Paid,9064.1561964355,8000.0
15000,36.0,15.8,525.88,5.0,13.0,1.0,40603.0,31.11,97.8,0.0,6.0,11.0,2013.0,1.0,2000.0,2.0,155.0,NC,Fully Paid,17954.9652551807,15000.0
35000,36.0,9.17,1115.77,6.0,6.0,4.0,114000.0,22.82,36.0,0.0,27.0,43.0,2014.0,10.0,1998.0,10.0,192.0,CA,Fully Paid,40167.5505267622,35000.0
35000,36.0,30.99,1504.85,1.0,35.0,10.0,102000.0,19.44,73.5,1.0,14.0,34.0,2017.0,10.0,1994.0,11.0,275.0,CA,Late (31-120 days),21037.77,9982.8
24000,60.0,13.99,558.32,5.0,14.0,2.0,70000.0,29.75,85.5,1.0,11.0,22.0,2016.0,1.0,2004.0,7.0,138.0,HI,Current,20720.53,12902.72
3000,36.0,19.42,110.61,3.0,23.0,2.0,70000.0,18.77,98.4,0.0,10.0,11.0,2011.0,10.0,2004.0,12.0,82.0,FL,Fully Paid,3981.779997939,3000.0
8000,36.0,16.01,281.3,5.0,15.0,2.0,15000.0,13.6,60.1,0.0,5.0,6.0,2018.0,5.0,2013.0,6.0,59.0,OK,Current,2528.15,1657.61
10000,36.0,11.99,332.1,6.0,10.0,6.0,40000.0,18.32,59.7,0.0,7.0,8.0,2017.0,9.0,2009.0,4.0,101.0,CA,Fully Paid,10864.4315554096,10000.0
10000,36.0,16.01,351.62,5.0,15.0,2.0,36272.6,27.66,50.3,1.0,7.0,12.0,2018.0,3.0,2011.0,12.0,75.0,MA,Late (31-120 days),3013.55,1816.44
30500,36.0,8.9,968.48,7.0,5.0,10.0,71000.0,21.77,58.9,0.0,8.0,14.0,2013.0,12.0,1992.0,8.0,256.0,MI,Fully Paid,34864.9907424841,30500.0
24000,36.0,12.79,806.23,5.0,11.0,9.0,130000.0,25.71,66.2,0.0,11.0,23.0,2016.0,7.0,2000.0,12.0,187.0,FL,Current,25725.37,20840.21
2400,36.0,16.99,85.56,4.0,16.0,1.0,37800.0,19.9,26.5,0.0,24.0,26.0,2016.0,8.0,2009.0,12.0,80.0,RI,Fully Paid,2841.7292847413,2400.0
1200,36.0,13.35,40.64,5.0,12.0,6.0,80000.0,19.82,86.6,0.0,11.0,32.0,2014.0,6.0,1993.0,11.0,247.0,AL,Fully Paid,1462.7904376595,1200.0
8600,36.0,12.39,287.25,5.0,11.0,1.0,42000.0,5.91,48.2,0.0,6.0,13.0,2015.0,1.0,2006.0,7.0,102.0,TX,Charged Off,8015.88,6143.41
22000,36.0,12.12,731.98,6.0,8.0,3.0,50112.0,23.73,90.4,0.0,8.0,36.0,2013.0,2.0,2000.0,8.0,150.0,NC,Fully Paid,24471.7450302291,22000.0
10000,36.0,6.68,307.31,7.0,3.0,10.0,40000.0,16.53,79.4,0.0,8.0,19.0,2015.0,3.0,2001.0,1.0,170.0,TX,Fully Paid,11000.9802649913,10000.0
3000,36.0,6.03,91.31,7.0,1.0,10.0,48000.0,30.43,22.8,1.0,7.0,19.0,2012.0,11.0,1992.0,6.0,245.0,TX,Fully Paid,3269.9899995691,3000.0
5000,36.0,12.69,167.73,5.0,12.0,10.0,51550.0,27.87,62.0,0.0,21.0,28.0,2015.0,8.0,2002.0,7.0,157.0,NC,Fully Paid,6073.9801523025,5000.0
20000,60.0,15.02,476.01,5.0,13.0,10.0,49000.0,16.7,32.7,0.0,6.0,19.0,2018.0,7.0,1995.0,9.0,274.0,TN,Current,3315.38,1640.31
4000,36.0,6.83,123.2,7.0,3.0,3.0,37000.0,27.07,4.0,0.0,8.0,16.0,2018.0,6.0,2004.0,5.0,169.0,ID,Current,984.08,819.66
25000,36.0,8.99,794.88,6.0,6.0,10.0,96000.0,19.55,56.9,0.0,12.0,21.0,2016.0,9.0,1989.0,10.0,323.0,TX,Current,23039.03,19599.02
7000,36.0,7.89,219.0,7.0,5.0,10.0,110000.0,17.5,96.5,0.0,5.0,22.0,2015.0,4.0,1991.0,12.0,280.0,HI,Fully Paid,7394.44,7000.0
17325,36.0,10.42,562.46,6.0,8.0,9.0,97000.0,34.15,61.6,1.0,15.0,27.0,2017.0,5.0,2001.0,5.0,192.0,FL,Fully Paid,19181.380249307,17325.0
35000,60.0,6.67,687.61,7.0,2.0,10.0,160000.0,11.91,3.9,0.0,7.0,18.0,2018.0,10.0,2004.0,6.0,172.0,WA,Current,2685.6,1988.79
21000,36.0,15.05,728.49,5.0,14.0,6.0,165000.0,27.48,88.4,0.0,14.0,26.0,2017.0,5.0,2006.0,5.0,132.0,IL,Fully Paid,23895.5293628718,21000.0
25000,60.0,12.29,559.79,5.0,11.0,7.0,93000.0,10.79,66.1,1.0,11.0,25.0,2015.0,6.0,1995.0,9.0,237.0,LA,Current,24613.69,16747.86
20000,60.0,21.45,546.15,4.0,20.0,8.0,120000.0,23.47,53.5,3.0,18.0,34.0,2017.0,9.0,2005.0,3.0,150.0,PA,Late (16-30 days),8201.86,3212.79
10000,36.0,11.8,331.19,6.0,9.0,10.0,60000.0,2.96,68.7,1.0,5.0,7.0,2018.0,12.0,2003.0,6.0,186.0,NY,Current,655.82,468.0
14850,36.0,17.27,531.45,4.0,17.0,5.0,45000.0,14.4,10.1,0.0,7.0,13.0,2016.0,3.0,2000.0,11.0,184.0,FL,Fully Paid,18990.997901411,14850.0
30000,36.0,8.46,946.48,7.0,5.0,7.0,133000.0,16.25,56.0,1.0,11.0,20.0,2018.0,11.0,2005.0,4.0,163.0,CA,Current,2811.24,2220.52
21000,60.0,14.65,495.74,5.0,15.0,10.0,76000.0,8.64,61.7,1.0,9.0,18.0,2015.0,2.0,2002.0,9.0,149.0,NJ,Current,23822.2,15497.57
6500,36.0,18.25,235.81,4.0,18.0,2.0,36000.0,20.8,67.1,0.0,7.0,9.0,2012.0,6.0,2008.0,3.0,51.0,NH,Fully Paid,8488.9999892614,6500.0
20000,36.0,6.24,610.62,7.0,2.0,10.0,87000.0,12.42,49.8,0.0,11.0,31.0,2015.0,9.0,1993.0,8.0,265.0,CA,Fully Paid,21722.547952281,20000.0
24000,36.0,8.18,754.07,6.0,6.0,10.0,55000.0,7.9,60.8,0.0,8.0,57.0,2015.0,10.0,2002.0,10.0,156.0,NV,Fully Paid,24831.93,24000.0
15000,36.0,8.9,476.3,7.0,5.0,2.0,110000.0,14.75,41.4,2.0,16.0,38.0,2014.0,4.0,1988.0,6.0,310.0,NC,Charged Off,11025.42,9272.21
18000,36.0,21.99,687.34,2.0,26.0,2.0,50000.0,34.06,48.9,1.0,6.0,16.0,2015.0,8.0,2003.0,8.0,144.0,NH,Charged Off,4776.52,1469.75
