loan_amnt,int_rate,installment,sub_grade,issue_d,issue_d_year,issue_d_month,annual_inc,dti,emp_length_years,addr_state,revol_bal,revol_util,credit_history_age_months,total_pymnt,total_rec_int,recoveries,last_pymnt_d,last_pymnt_amnt,payment_to_loan_ratio,income_to_loan_ratio,grade_ord,sub_grade_ord,loan_status_binary
34750,15.99,1221.54,14,1970-01-01 00:00:00.000000083,2017,3,124000.0,28.15,3.0,42,51404,94.5,221.0,39888.3597966548,5138.36,0.0,1970-01-01 00:00:00.000000067,26482.29,1.1478664689684834,3.568345323741007,5.0,15.0,0
8000,19.99,297.27,19,1970-01-01 00:00:00.000000092,2016,5,30000.0,24.24,3.0,42,20877,73.5,141.0,9113.2079281481,1113.21,0.0,1970-01-01 00:00:00.000000030,6743.93,1.1391509910185125,3.75,4.0,20.0,0
20000,12.73,671.29,9,1970-01-01 00:00:00.000000125,2018,9,30000.0,45.84,10.0,23,19954,49.4,98.0,3397.59,1052.75,0.0,1970-01-01 00:00:00.000000032,671.29,0.1698795,1.5,6.0,10.0,0
17000,19.52,445.87,22,1970-01-01 00:00:00.000000007,2015,4,54000.0,27.62,10.0,26,11177,49.2,185.0,12879.88,6053.81,1653.34,1970-01-01 00:00:00.000000057,544.1,0.75764,3.176470588235294,3.0,23.0,0
10000,7.89,312.86,4,1970-01-01 00:00:00.000000061,2015,7,35000.0,14.71,0.0,34,9346,39.8,127.0,11258.436374353,1258.44,0.0,1970-01-01 00:00:00.000000016,312.72,1.1258436374353,3.5,7.0,5.0,0
7200,12.69,241.53,9,1970-01-01 00:00:00.000000108,2011,10,48000.0,5.25,7.0,46,2676,95.6,76.0,7732.388283011,532.39,0.0,1970-01-01 00:00:00.000000010,1504.06,1.073942817084861,6.666666666666667,6.0,10.0,0
16000,13.18,365.53,12,1970-01-01 00:00:00.000000029,2015,12,60000.0,21.9,6.0,10,7594,48.7,93.0,13866.71,4975.78,0.0,1970-01-01 00:00:00.000000032,365.53,0.866669375,3.75,5.0,13.0,0
6000,8.39,189.1,5,1970-01-01 00:00:00.000000008,2016,4,25000.0,8.69,1.0,33,5268,42.1,50.0,6423.81,798.06,0.0,1970-01-01 00:00:00.000000032,189.1,1.070635,4.166666666666667,6.0,6.0,0
24000,7.84,750.31,3,1970-01-01 00:00:00.000000125,2018,9,50000.0,22.49,7.0,26,32836,46.5,362.0,3741.1,734.52,0.0,1970-01-01 00:00:00.000000032,750.31,0.1558791666666666,2.083333333333333,7.0,4.0,0
2500,19.52,92.3,18,1970-01-01 00:00:00.000000016,2013,8,33600.0,5.04,,4,4064,59.8,189.0,3322.734939569801,822.73,0.0,1970-01-01 00:00:00.000000014,92.23,1.3290939758279203,13.44,4.0,19.0,0
15800,18.99,409.78,17,1970-01-01 00:00:00.000000053,2017,1,50000.0,16.1,2.0,42,7634,44.4,319.0,16607.1965835944,807.2,0.0,1970-01-01 00:00:00.000000006,15804.31,1.0510883913667342,3.1645569620253164,4.0,18.0,0
20500,13.99,700.55,12,1970-01-01 00:00:00.000000062,2016,7,120000.0,9.42,2.0,33,7737,39.3,175.0,21701.12,4584.28,0.0,1970-01-01 00:00:00.000000032,700.55,1.0585912195121951,5.853658536585366,5.0,13.0,0
20000,10.9,653.83,8,1970-01-01 00:00:00.000000084,2018,3,70000.0,11.5,10.0,13,35346,66.3,171.0,7180.02,1743.79,0.0,1970-01-01 00:00:00.000000032,653.83,0.359001,3.5,6.0,9.0,0
3500,10.08,113.07,5,1970-01-01 00:00:00.000000115,2018,10,18000.0,33.6,,14,4913,35.3,127.0,447.38,108.46,0.0,1970-01-01 00:00:00.000000032,113.07,0.1278228571428571,5.142857142857143,6.0,6.0,0
5500,10.08,177.68,5,1970-01-01 00:00:00.000000115,2018,10,45000.0,19.01,5.0,13,9998,36.4,95.0,707.64,175.06,0.0,1970-01-01 00:00:00.000000032,177.68,0.1286618181818181,8.181818181818182,6.0,6.0,0
8000,7.49,248.82,3,1970-01-01 00:00:00.000000051,2015,1,57000.0,7.74,10.0,24,6152,45.9,156.0,8412.72,412.72,0.0,1970-01-01 00:00:00.000000093,6425.49,1.05159,7.125,7.0,4.0,0
5000,13.59,169.9,11,1970-01-01 00:00:00.000000031,2017,12,48000.0,34.18,10.0,33,12443,74.5,267.0,5669.2184425043,669.22,0.0,1970-01-01 00:00:00.000000032,3468.07,1.13384368850086,9.6,5.0,12.0,0
18000,26.24,541.49,24,1970-01-01 00:00:00.000000083,2017,3,100008.0,15.96,9.0,28,5899,37.3,244.0,21076.6964625159,3076.7,0.0,1970-01-01 00:00:00.000000085,17312.51,1.1709275812508837,5.556,3.0,25.0,0
25200,13.44,579.07,12,1970-01-01 00:00:00.000000052,2016,1,72000.0,30.27,10.0,33,23212,42.5,190.0,21256.24,7740.41,0.0,1970-01-01 00:00:00.000000032,579.07,0.8435015873015874,2.857142857142857,5.0,13.0,0
4875,5.32,146.81,0,1970-01-01 00:00:00.000000112,2015,10,71000.0,5.97,8.0,33,8861,42.2,176.0,5282.262819369,407.26,0.0,1970-01-01 00:00:00.000000096,146.79,1.083541091152615,14.564102564102564,7.0,1.0,0
17000,13.98,395.39,12,1970-01-01 00:00:00.000000111,2014,10,75000.0,29.11,2.0,34,30648,87.1,165.0,20547.08,6550.14,0.0,1970-01-01 00:00:00.000000032,395.39,1.2086517647058823,4.411764705882353,5.0,13.0,0
25000,18.25,638.25,20,1970-01-01 00:00:00.000000122,2015,9,77000.0,17.19,3.0,10,21959,52.9,163.0,13278.5,6953.54,0.0,1970-01-01 00:00:00.000000057,638.25,0.53114,3.08,3.0,21.0,0
9000,7.97,281.91,4,1970-01-01 00:00:00.000000114,2017,10,77000.0,10.77,10.0,23,6496,46.4,160.0,9638.604588847,638.6,0.0,1970-01-01 00:00:00.000000096,6541.57,1.0709560654274444,8.555555555555555,7.0,5.0,0
28000,7.84,875.36,3,1970-01-01 00:00:00.000000021,2018,8,75000.0,35.15,0.0,37,88276,21.0,250.0,5239.96,1016.95,0.0,1970-01-01 00:00:00.000000032,875.36,0.1871414285714285,2.6785714285714284,7.0,4.0,0
12600,15.02,299.89,12,1970-01-01 00:00:00.000000115,2018,10,63000.0,19.35,3.0,16,5906,49.2,195.0,1189.05,609.56,0.0,1970-01-01 00:00:00.000000032,299.89,0.0943690476190476,5.0,5.0,13.0,0
3500,7.35,108.64,3,1970-01-01 00:00:00.000000114,2017,10,55000.0,13.57,10.0,33,922,3.3,180.0,3569.8678544565,69.87,0.0,1970-01-01 00:00:00.000000040,3354.02,1.0199622441304286,15.714285714285714,7.0,4.0,0
9600,10.41,311.62,7,1970-01-01 00:00:00.000000043,2018,2,40390.0,14.98,10.0,33,5681,20.5,167.0,10294.9647442048,694.96,0.0,1970-01-01 00:00:00.000000086,7807.55,1.0723921608546667,4.207291666666666,6.0,8.0,0
8000,12.59,267.98,11,1970-01-01 00:00:00.000000102,2015,11,30000.0,19.46,1.0,33,8533,50.2,133.0,2522.46,537.88,654.99,1970-01-01 00:00:00.000000056,267.98,0.3153075,3.75,5.0,12.0,0
12000,13.99,410.08,12,1970-01-01 00:00:00.000000083,2017,3,53500.0,19.88,7.0,9,16572,54.0,243.0,14001.1925581888,2001.19,0.0,1970-01-01 00:00:00.000000105,7095.36,1.1667660465157337,4.458333333333333,5.0,13.0,0
5000,11.49,164.86,9,1970-01-01 00:00:00.000000123,2016,9,80000.0,9.5,10.0,41,11016,41.1,261.0,5781.1194228465,781.12,0.0,1970-01-01 00:00:00.000000016,2325.44,1.1562238845693,16.0,6.0,10.0,0
20000,21.99,552.27,25,1970-01-01 00:00:00.000000071,2015,6,150000.0,7.46,3.0,42,521,4.2,201.0,5388.69,3990.46,1108.7,1970-01-01 00:00:00.000000048,350.0,0.2694344999999999,7.5,2.0,26.0,0
2200,13.99,75.19,12,1970-01-01 00:00:00.000000123,2016,9,38500.0,20.7,2.0,9,6506,32.7,348.0,2667.0253747848,452.03,0.0,1970-01-01 00:00:00.000000024,1.5,1.2122842612658182,17.5,5.0,13.0,0
8400,12.99,282.99,11,1970-01-01 00:00:00.000000041,2016,2,50000.0,31.05,10.0,9,14062,44.2,118.0,9390.0862939288,990.09,0.0,1970-01-01 00:00:00.000000057,151.3,1.1178674159439048,5.9523809523809526,5.0,12.0,0
8500,6.49,260.48,1,1970-01-01 00:00:00.000000051,2015,1,65000.0,19.57,10.0,22,14436,72.5,308.0,9351.8160816202,851.82,0.0,1970-01-01 00:00:00.000000015,1543.55,1.1002136566612,7.647058823529412,7.0,2.0,0
14000,12.79,470.31,10,1970-01-01 00:00:00.000000062,2016,7,95000.0,4.32,10.0,30,11144,47.8,119.0,14845.1581955317,845.16,0.0,1970-01-01 00:00:00.000000039,12508.77,1.0603684425379785,6.785714285714286,5.0,11.0,0
5000,11.44,164.74,8,1970-01-01 00:00:00.000000030,2016,12,50000.0,20.24,5.0,42,7399,84.1,204.0,4281.46,845.81,0.0,1970-01-01 00:00:00.000000032,164.74,0.856292,10.0,6.0,9.0,0
8850,11.67,292.56,8,1970-01-01 00:00:00.000000070,2014,6,35000.0,27.57,0.0,30,6283,37.8,109.0,10531.89022376,1681.89,0.0,1970-01-01 00:00:00.000000057,292.29,1.190044093080226,3.9548022598870056,6.0,9.0,0
4000,13.49,135.73,11,1970-01-01 00:00:00.000000113,2016,10,50000.0,4.94,0.0,22,2155,93.7,123.0,3801.16,834.46,0.0,1970-01-01 00:00:00.000000032,135.73,0.95029,12.5,5.0,12.0,0
26000,16.02,632.55,14,1970-01-01 00:00:00.000000020,2017,8,60000.0,29.24,1.0,34,12435,23.9,217.0,26026.611,26.61,0.0,1970-01-01 00:00:00.000000015,26072.89,1.0010235,2.3076923076923075,5.0,15.0,0
7000,10.15,226.37,6,1970-01-01 00:00:00.000000070,2014,6,55000.0,5.0,,21,9137,79.5,209.0,8096.79,1096.79,0.0,1970-01-01 00:00:00.000000094,1984.8,1.1566842857142856,7.857142857142857,6.0,7.0,0
5000,10.49,162.49,6,1970-01-01 00:00:00.000000053,2017,1,80000.0,17.0,10.0,33,10456,95.9,195.0,4159.34,739.21,0.0,1970-01-01 00:00:00.000000032,162.49,0.831868,16.0,6.0,7.0,0
5500,11.49,181.35,9,1970-01-01 00:00:00.000000083,2017,3,31000.0,29.31,0.0,19,8574,81.7,72.0,6313.486672684,813.49,0.0,1970-01-01 00:00:00.000000024,2874.86,1.1479066677607273,5.636363636363637,6.0,10.0,0
16000,8.99,508.73,5,1970-01-01 00:00:00.000000123,2016,9,64292.0,11.8,9.0,33,14834,39.9,281.0,16009.0,9.0,0.0,1970-01-01 00:00:00.000000103,16016.99,1.0005625,4.01825,6.0,6.0,0
24000,7.46,746.11,3,1970-01-01 00:00:00.000000074,2018,6,131000.0,35.98,10.0,37,31714,30.3,223.0,5948.99,1068.51,0.0,1970-01-01 00:00:00.000000032,746.11,0.2478745833333333,5.458333333333333,7.0,4.0,0
2000,20.39,74.73,18,1970-01-01 00:00:00.000000084,2018,3,21000.0,4.46,1.0,7,1811,35.5,55.0,2136.5447127299,136.54,0.0,1970-01-01 00:00:00.000000050,1916.88,1.06827235636495,10.5,4.0,19.0,0
7000,8.24,220.14,5,1970-01-01 00:00:00.000000083,2017,3,35000.0,21.98,0.0,22,5890,39.0,214.0,7726.2263049599,726.23,0.0,1970-01-01 00:00:00.000000086,3549.98,1.1037466149942714,5.0,6.0,6.0,0
13200,25.49,528.26,23,1970-01-01 00:00:00.000000030,2016,12,30000.0,34.92,6.0,9,10582,42.8,99.0,17401.4283599633,4201.43,0.0,1970-01-01 00:00:00.000000058,8439.7,1.3182900272699472,2.272727272727273,3.0,24.0,0
11000,8.24,345.92,5,1970-01-01 00:00:00.000000042,2017,2,80000.0,15.6,10.0,26,9850,46.9,140.0,8289.49,1261.01,0.0,1970-01-01 00:00:00.000000032,345.92,0.75359,7.272727272727272,6.0,6.0,0
13000,15.99,456.98,14,1970-01-01 00:00:00.000000103,2016,11,40000.0,25.44,3.0,4,20101,45.5,66.0,12829.75,3136.24,0.0,1970-01-01 00:00:00.000000032,522.0,0.9869038461538462,3.076923076923077,5.0,15.0,0
40000,7.97,1252.91,4,1970-01-01 00:00:00.000000114,2017,10,180000.0,11.78,10.0,13,33558,45.5,217.0,41917.6422344497,1917.64,0.0,1970-01-01 00:00:00.000000077,33240.35,1.0479410558612423,4.5,7.0,5.0,0
8400,9.71,269.91,5,1970-01-01 00:00:00.000000016,2013,8,36000.0,23.93,3.0,41,4298,53.7,168.0,9716.4323909653,1316.43,0.0,1970-01-01 00:00:00.000000014,269.58,1.1567181417815833,4.285714285714286,6.0,6.0,0
7200,15.31,250.69,11,1970-01-01 00:00:00.000000119,2012,9,110000.0,13.31,2.0,17,1248,21.7,300.0,8804.6699964689,1604.67,0.0,1970-01-01 00:00:00.000000092,3039.64,1.2228708328429028,15.27777777777778,5.0,12.0,0
10000,9.44,320.05,5,1970-01-01 00:00:00.000000124,2017,9,50000.0,11.71,0.0,9,6799,23.4,47.0,5430.36,1058.15,0.0,1970-01-01 00:00:00.000000032,320.05,0.543036,5.0,6.0,6.0,0
15000,26.24,451.25,24,1970-01-01 00:00:00.000000042,2017,2,30000.0,21.96,9.0,4,5519,78.8,326.0,10808.13,6972.03,0.0,1970-01-01 00:00:00.000000032,451.25,0.7205419999999999,2.0,3.0,25.0,0
16000,12.62,360.95,10,1970-01-01 00:00:00.000000043,2018,2,135000.0,15.79,0.0,9,10785,18.4,66.0,4308.96,1858.22,0.0,1970-01-01 00:00:00.000000032,360.95,0.26931,8.4375,5.0,11.0,0
26200,16.99,651.0,17,1970-01-01 00:00:00.000000018,2015,8,57000.0,26.8,5.0,4,20868,43.2,171.0,29262.74,3062.74,0.0,1970-01-01 00:00:00.000000005,24755.2,1.1168984732824427,2.175572519083969,4.0,18.0,0
6000,9.93,193.41,6,1970-01-01 00:00:00.000000073,2017,6,64120.0,27.25,10.0,44,30578,75.9,300.0,3864.89,752.04,0.0,1970-01-01 00:00:00.000000032,193.41,0.6441483333333333,10.686666666666667,6.0,7.0,0
7000,13.98,239.18,12,1970-01-01 00:00:00.000000090,2014,5,65000.0,22.36,10.0,21,17022,21.6,251.0,7820.5,820.5,0.0,1970-01-01 00:00:00.000000004,5428.7,1.1172142857142855,9.285714285714286,5.0,13.0,0
15000,12.84,504.27,11,1970-01-01 00:00:00.000000001,2009,4,65000.0,6.65,5.0,4,27201,57.4,72.0,17480.005020540702,2480.01,0.0,1970-01-01 00:00:00.000000000,886.74,1.1653336680360469,4.333333333333333,5.0,12.0,0
10000,10.99,327.34,8,1970-01-01 00:00:00.000000102,2015,11,29000.0,20.36,10.0,33,7988,32.7,255.0,11771.430989723,1771.43,0.0,1970-01-01 00:00:00.000000096,326.74,1.1771430989723,2.9,6.0,9.0,0
8000,20.0,297.31,18,1970-01-01 00:00:00.000000054,2018,1,40000.0,11.91,4.0,33,8255,49.1,214.0,3856.14,1497.69,0.0,1970-01-01 00:00:00.000000032,297.31,0.4820175,5.0,4.0,19.0,0
3000,6.97,92.6,2,1970-01-01 00:00:00.000000092,2016,5,37700.0,15.0,4.0,18,14300,59.8,91.0,3053.48,327.7,0.0,1970-01-01 00:00:00.000000032,92.6,1.0178266666666669,12.566666666666666,7.0,3.0,0
8000,13.59,271.84,11,1970-01-01 00:00:00.000000073,2017,6,95000.0,14.78,3.0,12,13978,57.8,192.0,8819.0746456178,819.07,0.0,1970-01-01 00:00:00.000000077,6378.55,1.102384330702225,11.875,5.0,12.0,0
35000,16.99,1247.68,15,1970-01-01 00:00:00.000000083,2017,3,126490.9,17.17,10.0,42,29508,97.0,256.0,28630.57,8350.2,0.0,1970-01-01 00:00:00.000000032,1247.68,0.8180162857142858,3.614025714285714,4.0,16.0,0
15000,7.69,467.91,3,1970-01-01 00:00:00.000000090,2014,5,55000.0,22.91,10.0,26,16251,64.7,164.0,15837.36,837.36,0.0,1970-01-01 00:00:00.000000028,12094.08,1.055824,3.6666666666666665,7.0,4.0,0
16000,12.73,361.85,9,1970-01-01 00:00:00.000000064,2018,7,155000.0,10.4,5.0,17,16178,68.0,164.0,2521.63,1133.25,0.0,1970-01-01 00:00:00.000000032,361.85,0.157601875,9.6875,6.0,10.0,0
10000,16.01,351.62,14,1970-01-01 00:00:00.000000010,2018,4,53000.0,26.72,5.0,24,17314,74.6,128.0,10879.4963865228,879.5,0.0,1970-01-01 00:00:00.000000086,8836.48,1.08794963865228,5.3,5.0,15.0,0
24000,6.97,740.73,2,1970-01-01 00:00:00.000000041,2016,2,130000.0,20.38,2.0,13,24902,49.7,481.0,26656.637729209,2656.64,0.0,1970-01-01 00:00:00.000000032,740.38,1.1106932387170416,5.416666666666667,7.0,3.0,0
40000,12.62,902.37,10,1970-01-01 00:00:00.000000114,2017,10,128500.0,31.12,6.0,0,42958,70.4,361.0,12907.78,5685.27,0.0,1970-01-01 00:00:00.000000032,344.71,0.3226945,3.2125,5.0,11.0,1
10000,15.8,350.59,12,1970-01-01 00:00:00.000000079,2013,3,130000.0,10.9,10.0,33,25528,85.1,275.0,12039.8673837255,2039.87,0.0,1970-01-01 00:00:00.000000082,5383.06,1.20398673837255,13.0,5.0,13.0,0
30000,18.94,777.23,16,1970-01-01 00:00:00.000000125,2018,9,65500.0,27.25,10.0,23,12094,66.1,197.0,3854.58,2287.23,0.0,1970-01-01 00:00:00.000000032,777.23,0.128486,2.183333333333333,4.0,17.0,0
30000,8.18,942.59,5,1970-01-01 00:00:00.000000112,2015,10,205000.0,15.55,10.0,9,33155,39.7,301.0,33629.2762757361,3629.28,0.0,1970-01-01 00:00:00.000000040,9149.21,1.1209758758578698,6.833333333333333,6.0,6.0,0
2600,12.69,87.22,11,1970-01-01 00:00:00.000000112,2015,10,69730.0,16.61,10.0,9,19765,62.7,178.0,2716.8,116.8,0.0,1970-01-01 00:00:00.000000029,2456.97,1.044923076923077,26.81923076923077,5.0,12.0,0
12000,14.07,410.54,12,1970-01-01 00:00:00.000000084,2018,3,68000.0,12.41,0.0,33,5893,24.1,124.0,4497.18,1348.66,0.0,1970-01-01 00:00:00.000000032,410.54,0.374765,5.666666666666667,5.0,13.0,0
3600,12.73,120.84,9,1970-01-01 00:00:00.000000125,2018,9,33000.0,9.13,8.0,23,1038,8.4,70.0,601.65,179.54,0.0,1970-01-01 00:00:00.000000032,120.84,0.167125,9.166666666666666,6.0,10.0,0
8000,9.17,255.04,6,1970-01-01 00:00:00.000000091,2015,5,36000.0,7.5,2.0,8,8196,69.5,188.0,9064.1561964355,1064.16,0.0,1970-01-01 00:00:00.000000057,2947.28,1.1330195245544377,4.5,6.0,7.0,0
15000,15.8,525.88,12,1970-01-01 00:00:00.000000049,2013,1,40603.0,31.11,,26,17412,97.8,155.0,17954.9652551807,2954.97,0.0,1970-01-01 00:00:00.000000101,8503.16,1.1969976836787135,2.7068666666666665,5.0,13.0,0
35000,9.17,1115.77,5,1970-01-01 00:00:00.000000111,2014,10,114000.0,22.82,4.0,4,29451,36.0,192.0,40167.5505267622,5167.55,0.0,1970-01-01 00:00:00.000000095,1115.6,1.1476443007646342,3.257142857142857,6.0,6.0,0
35000,30.99,1504.85,34,1970-01-01 00:00:00.000000114,2017,10,102000.0,19.44,10.0,4,22778,73.5,275.0,21037.77,11054.97,0.0,1970-01-01 00:00:00.000000024,1504.85,0.6010791428571429,2.914285714285714,1.0,35.0,1
24000,13.99,558.32,13,1970-01-01 00:00:00.000000052,2016,1,70000.0,29.75,2.0,11,47367,85.5,138.0,20720.53,7817.81,0.0,1970-01-01 00:00:00.000000032,558.32,0.8633554166666666,2.9166666666666665,5.0,14.0,0
3000,19.42,110.61,22,1970-01-01 00:00:00.000000108,2011,10,70000.0,18.77,2.0,9,5413,98.4,82.0,3981.779997939,981.78,0.0,1970-01-01 00:00:00.000000092,114.37,1.327259999313,23.33333333333333,3.0,23.0,0
8000,16.01,281.3,14,1970-01-01 00:00:00.000000094,2018,5,15000.0,13.6,2.0,35,4809,60.1,59.0,2528.15,870.54,0.0,1970-01-01 00:00:00.000000032,281.3,0.31601875,1.875,5.0,15.0,0
10000,11.99,332.1,9,1970-01-01 00:00:00.000000124,2017,9,40000.0,18.32,6.0,4,8542,59.7,101.0,10864.4315554096,864.43,0.0,1970-01-01 00:00:00.000000058,8214.29,1.08644315554096,4.0,6.0,10.0,0
10000,16.01,351.62,14,1970-01-01 00:00:00.000000084,2018,3,36272.6,27.66,2.0,18,7396,50.3,75.0,3013.55,1197.11,0.0,1970-01-01 00:00:00.000000032,109.19,0.301355,3.62726,5.0,15.0,1
30500,8.9,968.48,4,1970-01-01 00:00:00.000000027,2013,12,71000.0,21.77,10.0,21,30852,58.9,256.0,34864.9907424841,4364.99,0.0,1970-01-01 00:00:00.000000022,968.19,1.1431144505732491,2.3278688524590163,7.0,5.0,0
24000,12.79,806.23,10,1970-01-01 00:00:00.000000062,2016,7,130000.0,25.71,9.0,9,12113,66.2,187.0,25725.37,4885.16,0.0,1970-01-01 00:00:00.000000032,806.23,1.0718904166666667,5.416666666666667,5.0,11.0,0
2400,16.99,85.56,15,1970-01-01 00:00:00.000000019,2016,8,37800.0,19.9,1.0,38,504,26.5,80.0,2841.7292847413,441.73,0.0,1970-01-01 00:00:00.000000085,1646.16,1.1840538686422084,15.75,4.0,16.0,0
1200,13.35,40.64,11,1970-01-01 00:00:00.000000070,2014,6,80000.0,19.82,6.0,1,38266,86.6,247.0,1462.7904376595,262.79,0.0,1970-01-01 00:00:00.000000076,81.03,1.2189920313829166,66.66666666666667,5.0,12.0,0
8600,12.39,287.25,10,1970-01-01 00:00:00.000000051,2015,1,42000.0,5.91,1.0,42,8525,48.2,102.0,8015.88,1606.42,266.05,1970-01-01 00:00:00.000000006,287.25,0.932079069767442,4.883720930232558,5.0,11.0,0
22000,12.12,731.98,7,1970-01-01 00:00:00.000000038,2013,2,50112.0,23.73,3.0,26,21961,90.4,150.0,24471.7450302291,2471.75,0.0,1970-01-01 00:00:00.000000063,15694.52,1.1123520468285957,2.2778181818181817,6.0,8.0,0
10000,6.68,307.31,2,1970-01-01 00:00:00.000000081,2015,3,40000.0,16.53,10.0,42,11599,79.4,170.0,11000.9802649913,1000.98,0.0,1970-01-01 00:00:00.000000057,3002.66,1.10009802649913,4.0,7.0,3.0,0
3000,6.03,91.31,0,1970-01-01 00:00:00.000000099,2012,11,48000.0,30.43,10.0,42,5835,22.8,245.0,3269.9899995691,269.99,0.0,1970-01-01 00:00:00.000000028,896.97,1.0899966665230332,16.0,7.0,1.0,0
5000,12.69,167.73,11,1970-01-01 00:00:00.000000018,2015,8,51550.0,27.87,10.0,26,19144,62.0,157.0,6073.9801523025,1058.98,0.0,1970-01-01 00:00:00.000000105,11.75,1.2147960304605,10.31,5.0,12.0,0
20000,15.02,476.01,12,1970-01-01 00:00:00.000000064,2018,7,49000.0,16.7,10.0,41,5398,32.7,274.0,3315.38,1675.07,0.0,1970-01-01 00:00:00.000000032,476.01,0.165769,2.45,5.0,13.0,0
4000,6.83,123.2,2,1970-01-01 00:00:00.000000074,2018,6,37000.0,27.07,3.0,12,1932,4.0,169.0,984.08,164.42,0.0,1970-01-01 00:00:00.000000032,123.2,0.24602,9.25,7.0,3.0,0
25000,8.99,794.88,5,1970-01-01 00:00:00.000000123,2016,9,96000.0,19.55,10.0,42,21122,56.9,323.0,23039.03,3440.01,0.0,1970-01-01 00:00:00.000000032,794.88,0.9215612,3.84,6.0,6.0,0
7000,7.89,219.0,4,1970-01-01 00:00:00.000000007,2015,4,110000.0,17.5,10.0,11,25562,96.5,280.0,7394.44,394.44,0.0,1970-01-01 00:00:00.000000029,5645.51,1.0563485714285714,15.714285714285714,7.0,5.0,0
17325,10.42,562.46,7,1970-01-01 00:00:00.000000093,2017,5,97000.0,34.15,9.0,9,43030,61.6,192.0,19181.380249307,1856.38,0.0,1970-01-01 00:00:00.000000016,11316.97,1.107150375140375,5.598845598845599,6.0,8.0,0
35000,6.67,687.61,1,1970-01-01 00:00:00.000000115,2018,10,160000.0,11.91,10.0,46,28844,3.9,172.0,2685.6,696.81,0.0,1970-01-01 00:00:00.000000032,687.61,0.0767314285714285,4.571428571428571,7.0,2.0,0
21000,15.05,728.49,13,1970-01-01 00:00:00.000000093,2017,5,165000.0,27.48,6.0,13,138730,88.4,132.0,23895.5293628718,2895.53,0.0,1970-01-01 00:00:00.000000058,7703.07,1.1378823506129427,7.857142857142857,5.0,14.0,0
25000,12.29,559.79,10,1970-01-01 00:00:00.000000071,2015,6,93000.0,10.79,7.0,17,31982,66.1,237.0,24613.69,7865.83,0.0,1970-01-01 00:00:00.000000032,559.79,0.9845476,3.72,5.0,11.0,0
20000,21.45,546.15,19,1970-01-01 00:00:00.000000124,2017,9,120000.0,23.47,8.0,37,13099,53.5,150.0,8201.86,4989.07,0.0,1970-01-01 00:00:00.000000041,546.15,0.410093,6.0,4.0,20.0,0
10000,11.8,331.19,8,1970-01-01 00:00:00.000000032,2018,12,60000.0,2.96,10.0,33,481,68.7,186.0,655.82,187.82,0.0,1970-01-01 00:00:00.000000032,331.19,0.065582,6.0,6.0,9.0,0
14850,17.27,531.45,16,1970-01-01 00:00:00.000000082,2016,3,45000.0,14.4,5.0,9,748,10.1,184.0,18990.997901411,4141.0,0.0,1970-01-01 00:00:00.000000105,3598.86,1.2788550775360945,3.0303030303030303,4.0,17.0,0
30000,8.46,946.48,4,1970-01-01 00:00:00.000000105,2018,11,133000.0,16.25,7.0,4,58499,56.0,163.0,2811.24,590.72,0.0,1970-01-01 00:00:00.000000032,946.48,0.093708,4.433333333333334,7.0,5.0,0
21000,14.65,495.74,14,1970-01-01 00:00:00.000000040,2015,2,76000.0,8.64,10.0,30,23245,61.7,149.0,23822.2,8324.63,0.0,1970-01-01 00:00:00.000000032,495.74,1.1343904761904762,3.619047619047619,5.0,15.0,0
6500,18.25,235.81,17,1970-01-01 00:00:00.000000068,2012,6,36000.0,20.8,2.0,29,5170,67.1,51.0,8488.9999892614,1989.0,0.0,1970-01-01 00:00:00.000000055,248.03,1.3059999983479076,5.538461538461538,4.0,18.0,0
20000,6.24,610.62,1,1970-01-01 00:00:00.000000122,2015,9,87000.0,12.42,10.0,4,15523,49.8,265.0,21722.547952281,1722.55,0.0,1970-01-01 00:00:00.000000015,8302.78,1.08612739761405,4.35,7.0,2.0,0
24000,8.18,754.07,5,1970-01-01 00:00:00.000000112,2015,10,55000.0,7.9,10.0,32,11306,60.8,156.0,24831.93,831.93,0.0,1970-01-01 00:00:00.000000048,10049.35,1.03466375,2.2916666666666665,6.0,6.0,0
15000,8.9,476.3,4,1970-01-01 00:00:00.000000006,2014,4,110000.0,14.75,2.0,26,14526,41.4,310.0,11025.42,1753.21,0.0,1970-01-01 00:00:00.000000038,640.92,0.735028,7.333333333333333,7.0,5.0,0
18000,21.99,687.34,25,1970-01-01 00:00:00.000000018,2015,8,50000.0,34.06,2.0,29,3911,48.9,144.0,4776.52,1257.62,2049.15,1970-01-01 00:00:00.000000021,687.34,0.2653622222222222,2.7777777777777777,2.0,26.0,0
5000,16.01,175.81,14,1970-01-01 00:00:00.000000010,2018,4,11676.0,55.4,,42,8973,69.6,256.0,874.6,314.34,0.0,1970-01-01 00:00:00.000000096,175.81,0.17492,2.3352,5.0,15.0,0
12800,15.99,449.95,14,1970-01-01 00:00:00.000000083,2017,3,60000.0,16.52,3.0,36,9168,67.4,39.0,10340.97,2880.24,0.0,1970-01-01 00:00:00.000000032,449.95,0.8078882812499999,4.6875,5.0,15.0,0
7000,13.49,237.52,11,1970-01-01 00:00:00.000000123,2016,9,72000.0,18.77,10.0,1,34639,89.5,158.0,4270.11,1121.71,0.0,1970-01-01 00:00:00.000000007,237.52,0.6100157142857142,10.285714285714286,5.0,12.0,0
